Dist,Elev
461.959791,1340.666123
462.187328,1340.668071
462.262653,1340.666638
462.537152,1340.66996
462.842075,1340.6638
462.884308,1340.658851
463.300101,1340.652446
464.003919,1340.65207
465.096944,1340.66147
465.266895,1340.65481
465.784245,1340.651389
466.407541,1340.653331
466.632529,1340.659677
466.937416,1340.669858
467.10774,1340.67099
467.166062,1340.66924
467.232081,1340.670492
467.434986,1340.663545
467.516188,1340.657633
468.326277,1340.660296
468.923964,1340.655106
469.398129,1340.655067
469.709631,1340.662172
469.992967,1340.663874
470.106397,1340.659503
470.937275,1340.66087
472.016415,1340.655495
472.371266,1340.663921
472.474258,1340.659375
473.602191,1340.662819
473.865517,1340.671815
474.032052,1340.682536
474.388158,1340.693152
474.630172,1340.697881
475.271218,1340.698153
475.351849,1340.699512
475.971182,1340.695381
476.787829,1340.688814
477.116091,1340.695151
477.191743,1340.692415
478.150691,1340.697034
479.481309,1340.688953
479.979741,1340.718725
480.539258,1340.724801
480.677096,1340.724925
481.000755,1340.719188
481.503488,1340.722393
481.80318,1340.721135
482.269465,1340.723058
482.607458,1340.720595
482.781021,1340.719246
483.2757,1340.725507
483.520611,1340.72196
483.616417,1340.718985
484.00132,1340.72149
484.168139,1340.720613
484.249429,1340.718332
484.522504,1340.715648
496.356898,1340.704931
496.82134,1340.706664
496.943488,1340.704542
497.30275,1340.704301
497.457313,1340.701841
499.185513,1340.697421
499.226494,1340.69641
499.26629,1340.686345
499.424016,1340.678056
499.836828,1340.675119
500.076002,1340.665124
500.410059,1340.659921
501.439143,1340.663118
501.78418,1340.691782
502.030778,1340.697477
502.651367,1340.680814
502.837112,1340.681908
502.932823,1340.686451
503.231172,1340.688116
503.717375,1340.684631
503.859878,1340.685363
504.050244,1340.681843
504.733924,1340.678056
505.600675,1340.642338
505.769981,1340.629467
506.37791,1340.609233
507.436357,1340.583076
507.826847,1340.582777
508.134378,1340.571355
508.676261,1340.571076
509.092493,1340.58976
509.56369,1340.578701
510.486896,1340.580324
510.67792,1340.575778
511.249721,1340.565563
